ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
8.999477118972518497e+01,-3.477436029755464567e-03,0.000000000000000000e+00
