ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.071768749966969914e+00,0.000000000000000000e+00,-7.070366804274761385e+00
7.072122250627172590e+00,3.536061128260304352e-04,-7.070013206999450794e+00
7.072829145856907473e+00,1.060924379835469049e-03,-7.069305959424617036e+00
7.073889223421818251e+00,2.122166830691550685e-03,-7.068244955515090133e+00
7.075302164837869334e+00,3.537651377223221139e-03,-7.066830036251273484e+00
7.077067545212458732e+00,5.307801654122192188e-03,-7.065060989668949354e+00
7.079184833032721613e+00,7.433146806366012008e-03,-7.062937550912362639e+00
7.081653389901207518e+00,9.914321223219070209e-03,-7.060459402300627296e+00
7.084472470219090212e+00,1.275206421862669706e-02,-7.057626173407449244e+00
7.087641220817159748e+00,1.594721965778086656e-02,-7.054437441154220778e+00
7.091158680534825010e+00,1.950073552959969911e-02,-7.050892729916495405e+00
7.095023779747460679e+00,2.341366346482669919e-02,-7.046991511643894590e+00
7.099235339842413950e+00,2.768715819941982431e-02,-7.042733205993486401e+00
7.103792072644064426e+00,3.232247698286491722e-02,-7.038117180476675117e+00
7.108692579788333354e+00,3.732097893101273683e-02,-7.033142750619655104e+00
7.113935352047119132e+00,4.268412432300389137e-02,-7.027809180137498224e+00
7.119518768603136039e+00,4.841347384181181324e-02,-7.022115681121904096e+00
7.125441096275703323e+00,5.451068775789932874e-02,-7.016061414242705574e+00
7.131700488698055729e+00,6.097752505545160628e-02,-7.009645488963183624e+00
7.138294985446782981e+00,6.781584250061453711e-02,-7.002866963769276865e+00
7.145222511124081244e+00,7.502759365113563506e-02,-6.995724846412734621e+00
7.152480874393487120e+00,8.261482780677253945e-02,-6.988218094168335170e+00
7.160067766969858916e+00,9.057968889980279326e-02,-6.980345614105218921e+00
7.167980762564379660e+00,9.892441432493857822e-02,-6.972106263372449320e+00
7.176217315785414996e+00,1.076513337079196692e-01,-6.963498849498890308e+00
7.184774760996112342e+00,1.167628676120289616e-01,-6.954522130707483818e+00
7.193650311129632158e+00,1.262615261817469359e-01,-6.945174816244060523e+00
7.202841056463008762e+00,1.361499077227341092e-01,-6.935455566720749587e+00
7.212343963350644316e+00,1.464306972173028132e-01,-6.925362994474142830e+00
7.222155872918468056e+00,1.571066647745158751e-01,-6.914895663938292358e+00
7.232273499719918064e+00,1.681806640140237064e-01,-6.904052092032670451e+00
7.242693430354859352e+00,1.796556303827278600e-01,-6.892830748565225818e+00
7.253412122052659505e+00,1.915345794033376514e-01,-6.881230056650642801e+00
7.264425901220695536e+00,2.038206048538633297e-01,-6.869248393143953635e+00
7.275730961959563814e+00,2.165168768770703578e-01,-6.856884089089609446e+00
7.287323364546389293e+00,2.296266400188994861e-01,-6.844135430186182312e+00
7.299199033887625809e+00,2.431532111948402075e-01,-6.831000657266802278e+00
7.311353757942812948e+00,2.570999775832273904e-01,-6.817477966795500777e+00
7.323783186120830457e+00,2.714703944444167294e-01,-6.803565511379595421e+00
7.336482827650214311e+00,2.862679828647827773e-01,-6.789261400298263638e+00
7.349448049925151771e+00,3.014963274244644720e-01,-6.774563700047467663e+00
7.362674076828895409e+00,3.171590737877812982e-01,-6.759470434901372116e+00
7.376155987036278283e+00,3.332599262152275976e-01,-6.743979587490442462e+00
7.389888712297214113e+00,3.498026449959459883e-01,-6.728089099396347805e+00
7.403867035702970334e+00,3.667910437995779982e-01,-6.711796871763866079e+00
7.418085589937228441e+00,3.842289869463816898e-01,-6.695100765929941744e+00
7.432538855513850073e+00,4.021203865945077172e-01,-6.677998604070072730e+00
7.447221159003450275e+00,4.204691998433204847e-01,-6.660488169862200714e+00
7.462126671250875809e+00,4.392794257516577372e-01,-6.642567209168268150e+00
7.477249405585778774e+00,4.585551022699200785e-01,-6.624233430733645456e+00
7.492583216028530835e+00,4.783003030848904658e-01,-6.605484506904574005e+00
7.508121795493790884e+00,4.985191343761924410e-01,-6.586318074363840758e+00
7.523858673994119783e+00,5.192157314833000248e-01,-6.566731734884836413e+00
7.539787216846071338e+00,5.403942554820322375e-01,-6.546723056104212901e+00
7.555900622881299711e+00,5.620588896694721504e-01,-6.526289572313306309e+00
7.572191922665256314e+00,5.842138359562712990e-01,-6.505428785268515313e+00
7.588653976726143391e+00,6.068633111653192191e-01,-6.484138165020842060e+00
7.605279473796841216e+00,6.300115432357760170e-01,-6.462415150764767802e+00
7.622060929072631552e+00,6.536627673314953091e-01,-6.440257151706666683e+00
7.638990682487570183e+00,6.778212218528864019e-01,-6.417661547952948631e+00
7.656060897012455513e+00,7.024911443512974474e-01,-6.394625691418124092e+00
7.673244205912610916e+00,7.276749322301337974e-01,-6.371170422256204446e+00
7.690493366275867437e+00,7.533728019534002840e-01,-6.347341270527656398e+00
7.707765395452049972e+00,7.795849026258893089e-01,-6.323179578998968431e+00
7.725021157903779745e+00,8.063113198179545638e-01,-6.298722899562438471e+00
7.742224989840904570e+00,8.335520786175665275e-01,-6.274005350564759276e+00
7.759344358461596869e+00,8.613071459969224852e-01,-6.249057939166888787e+00
7.776349552837367618e+00,8.895764325730101119e-01,-6.223908852376990097e+00
7.793213403690349317e+00,9.183597938341140354e-01,-6.198583719980713447e+00
7.809911029516211300e+00,9.476570308973203405e-01,-6.173105852229639368e+00
7.826419606702861742e+00,9.774678908556492241e-01,-6.147496454831278712e+00
7.842718161482386208e+00,1.007792066767480677e+00,-6.121774823506230589e+00
7.858787381730452104e+00,1.038629197335457333e+00,-6.095958520134173497e+00
7.874609446793362721e+00,1.069978866317002009e+00,-6.070063532295820075e+00
7.890167873678034738e+00,1.101840601703992562e+00,-6.044104417828626730e+00
7.905447378084146770e+00,1.134213874704923519e+00,-6.018094435846718326e+00
7.920433748891392511e+00,1.167098098559071095e+00,-5.992045665527085063e+00
7.935113734837994315e+00,1.200492627208718410e+00,-5.965969113832456650e+00
7.949474942240284392e+00,1.234396753852369022e+00,-5.939874813223967820e+00
7.963505742707555513e+00,1.268809709399053132e+00,-5.913771910312265234e+00
7.977195189902098527e+00,1.303730660841315503e+00,-5.887668746302304967e+00
7.990532944482020561e+00,1.339158709562170868e+00,-5.861572930003616122e+00
8.003509206444459068e+00,1.375092889589316192e+00,-5.835491404102963742e+00
8.016114654160041653e+00,1.411532165808054184e+00,-5.809430505329224559e+00
8.028340389455930648e+00,1.448475432142779518e+00,-5.783396019079904526e+00
8.040177888165576547e+00,1.485921509715448341e+00,-5.757393229024589054e+00
8.051618955618438989e+00,1.523869144988191593e+00,-5.731426962151632942e+00
8.062655686593103610e+00,1.562317007896114163e+00,-5.705501629680453490e+00
8.073280429302791106e+00,1.601263689975337190e+00,-5.679621264222028287e+00
8.083485753023529341e+00,1.640707702490496356e+00,-5.653789553534325663e+00
8.093264419012839994e+00,1.680647474565147403e+00,-5.628009871187011015e+00
8.102609354400625463e+00,1.721081351317877983e+00,-5.602285304420435708e+00
8.111513628764853934e+00,1.762007592006373358e+00,-5.576618679457456373e+00
8.119970433132387200e+00,1.803424368181186344e+00,-5.551012584502581504e+00
8.127973061170592928e+00,1.845329761850544203e+00,-5.525469390641273293e+00
8.135514892358148842e+00,1.887721763657184804e+00,-5.499991270832497392e+00
8.142589376944076918e+00,1.930598271067901051e+00,-5.474580217169804364e+00
8.149190022522729393e+00,1.973957086576226150e+00,-5.449238056570056443e+00
8.155310382069266950e+00,2.017795915918487282e+00,-5.423966465034219198e+00
8.160944043295433659e+00,2.062112366303281874e+00,-5.398766980611381605e+00
8.166084619199166283e+00,2.106903944654297423e+00,-5.373641015185034675e+00
8.170725739694001177e+00,2.152168055866281016e+00,-5.348589865189757653e+00
8.174861044215493422e+00,2.197902001073889888e+00,-5.323614721356462631e+00
8.178484175211979235e+00,2.244102975933086164e+00,-5.298716677575374234e+00
8.181588772436095169e+00,2.290768068914710298e+00,-5.273896738957664532e+00
8.184168467961853821e+00,2.337894259609818892e+00,-5.249155829169319887e+00
8.186216881859367689e+00,2.385478417046391186e+00,-5.224494797103965915e+00
8.187727618466148272e+00,2.433517298016983688e+00,-5.199914422955313142e+00
8.188694263199904455e+00,2.482007545416942129e+00,-5.175415423744284205e+00
8.189110379863279832e+00,2.530945686592786181e+00,-5.150998458350844800e+00
8.188969508395807395e+00,2.580328131700420968e+00,-5.126664132095940296e+00
8.188265163032962590e+00,2.630151172072853427e+00,-5.102413000914808983e+00
8.186990830836002431e+00,2.680410978597134619e+00,-5.078245575159107794e+00
8.185139970560113554e+00,2.731103600100287299e+00,-5.054162323061886397e+00
8.182706011831447412e+00,2.782224961744032665e+00,-5.030163673896288046e+00
8.179682354606711669e+00,2.833770863428162201e+00,-5.006250020856039207e+00
8.176080698456381413e+00,2.885685045132029281e+00,-4.982421723683200021e+00
8.171916714781664481e+00,2.937903790144711369e+00,-4.958679111066300216e+00
8.167205469109852345e+00,2.990369194481783843e+00,-4.935022482829880985e+00
8.161961459591394075e+00,3.043028636789133046e+00,-4.911452111934502263e+00
8.156198650807876760e+00,3.095834296547239184e+00,-4.887968246304545517e+00
8.149930503863105358e+00,3.148742716243257966e+00,-4.864571110499524842e+00
8.143170003509650812e+00,3.201714403556204847e+00,-4.841260907243199796e+00
8.135929682890019166e+00,3.254713469947237314e+00,-4.818037818823448504e+00
8.128221646336191597e+00,3.307707302364632618e+00,-4.794902008374661406e+00
8.120057590565595618e+00,3.360666265063801728e+00,-4.771853621053361749e+00
8.111448824529816193e+00,3.413563428808650269e+00,-4.748892785116747284e+00
8.102406288109351706e+00,3.466374324963763520e+00,-4.726019612912957690e+00
8.092940569799615957e+00,3.519076722209113495e+00,-4.703234201791073765e+00
8.083061923496972057e+00,3.571650423811875807e+00,-4.680536634938110119e+00
8.072780284466263723e+00,3.624077083575281577e+00,-4.657926982149586337e+00
8.062105284551096318e+00,3.676340038753468598e+00,-4.635405300539675366e+00
8.051046266673363760e+00,3.728424158375586828e+00,-4.612971635196348785e+00
8.039612298657983658e+00,3.780315705563052298e+00,-4.590626019786463452e+00
8.027812186411386719e+00,3.832002212552113374e+00,-4.568368477115264170e+00
8.015654486477327367e+00,3.883472367250775381e+00,-4.546199019644370232e+00
8.003147517990335302e+00,3.934715910265624395e+00,-4.524117649971936217e+00
7.990299374045126690e+00,3.985723541431087202e+00,-4.502124361278347919e+00
7.977117932499306896e+00,4.036486834962033754e+00,-4.480219137740480306e+00
7.963610866226144225e+00,4.086998162430999670e+00,-4.458401954917300181e+00
7.949785652834253646e+00,4.137250622844551806e+00,-4.436672780109315539e+00
7.935649583871176915e+00,4.187237979159888823e+00,-4.415031572694140927e+00
7.921209773528191000e+00,4.236954600643384694e+00,-4.393478284440268666e+00
7.906473166864040003e+00,4.286395410527860328e+00,-4.372012859800907592e+00
7.891446547565672098e+00,4.335555838475521284e+00,-4.350635236189600796e+00
7.876136545264309063e+00,4.384431777399023566e+00,-4.329345344239186488e+00
7.860549642425435302e+00,4.433019544234543474e+00,-4.308143108045484837e+00
7.844692180831390971e+00,4.481315844298368489e+00,-4.287028445397012000e+00
7.828570367675274255e+00,4.529317738892713052e+00,-4.266001267991880397e+00
7.812190281284789428e+00,4.577022615857490706e+00,-4.245061481642925294e+00
7.795557876494489946e+00,4.624428162793040364e+00,-4.224208986472045346e+00
7.778678989684594924e+00,4.671532342704347585e+00,-4.203443677094599984e+00
7.761559343504220720e+00,4.718333371840614632e+00,-4.182765442794681654e+00
7.744204551296468786e+00,4.764829699525114926e+00,-4.162174167691969906e+00
7.726620121242299355e+00,4.811019989789424578e+00,-4.141669730900823687e+00
7.708811460239624047e+00,4.856903104643524038e+00,-4.121252006682220248e+00
7.690783877533487356e+00,4.902478088829049341e+00,-4.100920864589068238e+00
7.672542588112587048e+00,4.947744155917231268e+00,-4.080676169605398584e+00
7.654092715886788412e+00,4.992700675626125850e+00,-4.060517782279883470e+00
7.635439296659643382e+00,5.037347162243429821e+00,-4.040445558854078634e+00
7.616587280909279833e+00,5.081683264051926940e+00,-4.020459351385788693e+00
7.597541536390385986e+00,5.125708753664214967e+00,-4.000559007867870775e+00
7.578306850569375364e+00,5.169423519182222648e+00,-3.980744372342796211e+00
7.558887932904178264e+00,5.212827556104929094e+00,-3.961015285013250065e+00
7.539289416979464420e+00,5.255920959914900159e+00,-3.941371582349039837e+00
7.519515862507541115e+00,5.298703919280852048e+00,-3.921813097190520736e+00
7.499571757204513744e+00,5.341176709819313473e+00,-3.902339658848783532e+00
7.479461518550765575e+00,5.383339688363861342e+00,-3.882951093202779091e+00
7.459189495444252138e+00,5.425193287695246447e+00,-3.863647222793570979e+00
7.438759969754541679e+00,5.466738011690146948e+00,-3.844427866915876901e+00
7.418177157785078357e+00,5.507974430850277159e+00,-3.825292841707045977e+00
7.397445211650587105e+00,5.548903178177163831e+00,-3.806241960233619714e+00
7.376568220576159796e+00,5.589524945361216801e+00,-3.787275032575591727e+00
7.355550212124023268e+00,5.629840479256659869e+00,-3.768391865908492289e+00
7.334395153353646002e+00,5.669850578616584258e+00,-3.749592264583394119e+00
7.313106951920430809e+00,5.709556091064791339e+00,-3.730876030204953508e+00
7.291689457117832340e+00,5.748957910283330364e+00,-3.712242961707555189e+00
7.270146460867399796e+00,5.788056973396599858e+00,-3.693692855429663080e+00
7.248481698660969919e+00,5.826854258534692299e+00,-3.675225505186450636e+00
7.226698850458826762e+00,5.865350782560309284e+00,-3.656840702340769855e+00
7.204801541547421806e+00,5.903547598945006136e+00,-3.638538235872539772e+00
7.182793343359962002e+00,5.941445795781923778e+00,-3.620317892446604624e+00
7.160677774262905970e+00,5.979046493923329209e+00,-3.602179456479127406e+00
7.138458300311171456e+00,6.016350845232405931e+00,-3.584122710202560569e+00
7.116138335974643070e+00,6.053360030939693104e+00,-3.566147433729251581e+00
7.093721244838359752e+00,6.090075260095528797e+00,-3.548253405113728665e+00
7.071210340278566875e+00,6.126497768110596098e+00,-3.530440400413699997e+00
7.048608886116632277e+00,6.162628815377447111e+00,-3.512708193749817021e+00
7.025920097252679852e+00,6.198469685966532694e+00,-3.495056557364233818e+00
7.003147140280607807e+00,6.234021686390876837e+00,-3.477485261677996320e+00
6.980293134086048568e+00,6.269286144434041752e+00,-3.459994075347299969e+00
6.957361150428683416e+00,6.304264408036566181e+00,-3.442582765318637161e+00
6.934354214510185521e+00,6.338957844236493777e+00,-3.425251096882876656e+00
6.911275305528979729e+00,6.373367838159966325e+00,-3.407998833728286492e+00
6.888127357222888492e+00,6.407495792058304218e+00,-3.390825737992541278e+00
6.864913258400632046e+00,6.441343124388231089e+00,-3.373731570313734274e+00
6.841635853463083450e+00,6.474911268932288522e+00,-3.356716089880405818e+00
6.818297942915074294e+00,6.508201673956671485e+00,-3.339779054480631615e+00
6.794902283868478499e+00,6.541215801404016261e+00,-3.322920220550176662e+00
6.771451590537253651e+00,6.573955126118899983e+00,-3.306139343219736570e+00
6.747948534725015435e+00,6.606421135103937914e+00,-3.289436176361293818e+00
6.724395746305707355e+00,6.638615326804636396e+00,-3.272810472633598700e+00
6.700795813697843606e+00,6.670539210421257970e+00,-3.256261983526800297e+00
6.677151284332760284e+00,6.702194305246125694e+00,-3.239790459406236334e+00
6.653464665117275523e+00,6.733582140024951812e+00,-3.223395649555409470e+00
6.629738422891128025e+00,6.764704252340829171e+00,-3.207077302218150905e+00
6.605974984879471101e+00,6.795562188019720118e+00,-3.190835164640005051e+00
6.582176739140752630e+00,6.826157500556298885e+00,-3.174668983108835274e+00
6.558346035010204744e+00,6.856491750559155385e+00,-3.158578502994668913e+00
6.534485183539172404e+00,6.886566505214410938e+00,-3.142563468788801551e+00
6.510596457930485137e+00,6.916383337766856876e+00,-3.126623624142167213e+00
6.486682093970057572e+00,6.945943827017880601e+00,-3.110758711902989138e+00
6.462744290454840446e+00,6.975249556839369980e+00,-3.094968474153726667e+00
6.438785209617309491e+00,7.004302115702969012e+00,-3.079252652247326250e+00
6.414806977546562372e+00,7.033103096224021300e+00,-3.063610986842795647e+00
